product_id,product_name,category,unit_price,active
330,Product_330,Electronics,450.55,true
331,Product_331,Electronics,329.9,true
332,Product_332,Electronics,182.51,true
333,Product_333,Home,215.52,true
334,Product_334,Electronics,409.07,true
335,Product_335,Home,315.19,true
336,Product_336,,427.16,true
337,Product_337,Clothing,48.34,true
338,Product_338,Home,176.46,true
339,Product_339,Home,49.49,false
340,Product_340,Electronics,397.02,true
341,Product_341,Electronics,432.77,true
342,Product_342,Clothing,342.51,true
343,Product_343,Clothing,437.94,true
344,Product_344,Clothing,406.8,true
345,Product_345,Electronics,374.56,true
346,Product_346,Electronics,489.29,true
347,Product_347,Electronics,309.44,true
348,Product_348,,321.74,true
349,Product_349,Clothing,114.82,true
350,Product_350,Electronics,279.99,true
351,Product_351,Clothing,13.69,true
352,Product_352,Clothing,67.39,true
353,Product_353,,342.5,true
354,Product_354,Electronics,339.48,true
355,Product_355,Clothing,76.53,true
356,Product_356,Electronics,110.72,true
357,Product_357,Clothing,335.94,false
358,Product_358,Electronics,353.63,true
359,Product_359,Home,462.04,true
360,Product_360,Clothing,101.37,true
361,Product_361,Clothing,198.51,true
362,Product_362,Electronics,129.81,true
363,Product_363,Electronics,319.41,true
364,Product_364,Home,198.8,true
365,Product_365,,478.15,true
366,Product_366,Clothing,344.14,true
367,Product_367,Clothing,445.84,true
368,Product_368,Clothing,459.94,true
369,Product_369,Home,78.26,true
370,Product_370,Clothing,165.02,true
371,Product_371,Clothing,254.5,true
372,Product_372,Clothing,390.78,true
373,Product_373,Clothing,407.53,true
374,Product_374,Electronics,46.34,true
375,Product_375,Electronics,222.54,true
376,Product_376,,301.84,true
377,Product_377,,291.83,true
378,Product_378,Electronics,32.19,true
379,Product_379,Electronics,143.04,true
380,Product_380,Home,287.28,true
381,Product_381,Clothing,84.13,true
382,Product_382,Home,203.2,true
383,Product_383,Clothing,223.13,true
384,Product_384,Electronics,327.37,true
385,Product_385,Home,456.2,true
386,Product_386,Electronics,460.47,true
387,Product_387,Electronics,154.58,true
388,Product_388,,222.24,true
389,Product_389,Clothing,357.99,true
390,Product_390,Electronics,336.51,true
391,Product_391,Electronics,88.6,true
392,Product_392,Home,42.59,true
393,Product_393,Clothing,98.18,true
394,Product_394,Electronics,461.89,true
395,Product_395,Clothing,175.04,true
396,Product_396,Home,417.06,true
397,Product_397,Electronics,216.89,true
398,Product_398,Clothing,104.5,false
399,Product_399,Home,157.62,false
400,Product_400,,174.36,false
401,Product_401,Home,128.19,false
402,Product_402,Clothing,448.34,true
403,Product_403,Electronics,90.22,true
404,Product_404,Home,199.56,true
405,Product_405,Clothing,30.66,false
406,Product_406,Home,454.95,true
407,Product_407,Clothing,195.58,true
408,Product_408,Electronics,190.2,false
409,Product_409,Electronics,390.86,true
410,Product_410,Clothing,429.95,true
411,Product_411,,287.43,true
412,Product_412,,128.63,true
413,Product_413,Clothing,373.26,false
414,Product_414,Electronics,352.33,true
415,Product_415,Electronics,456.86,true
416,Product_416,Clothing,83.17,true
417,Product_417,Electronics,248.68,true
418,Product_418,Electronics,11.34,true
419,Product_419,Home,265.7,false
420,Product_420,Electronics,63.04,true
421,Product_421,Electronics,428.76,true
422,Product_422,Home,207.16,true
423,Product_423,Home,147.42,true
424,Product_424,Electronics,168.31,true
425,Product_425,Home,345.52,true
426,Product_426,Home,478.67,true
427,Product_427,Clothing,92.78,true
428,Product_428,Clothing,57.52,true
429,Product_429,Home,28.49,true
430,Product_430,Electronics,20.09,true
431,Product_431,Electronics,418.02,true
432,Product_432,Electronics,88.49,true
433,Product_433,Electronics,211.91,true
434,Product_434,Clothing,141.98,true
435,Product_435,Home,479.95,true
436,Product_436,Clothing,73.76,true
437,Product_437,,312.35,true
438,Product_438,Electronics,424.0,true
439,Product_439,Home,217.16,false
440,Product_440,Clothing,298.87,true
441,Product_441,Electronics,401.82,true
442,Product_442,Clothing,247.73,true
443,Product_443,Home,259.03,false
444,Product_444,Clothing,490.79,true
445,Product_445,Clothing,203.37,true
446,Product_446,Home,135.56,true
447,Product_447,Home,436.69,true
448,Product_448,Clothing,251.41,true
449,Product_449,Electronics,364.1,true
450,Product_450,Home,471.68,true
451,Product_451,Electronics,305.59,true
452,Product_452,Electronics,139.52,true
453,Product_453,Electronics,114.52,true
454,Product_454,Home,21.84,true
455,Product_455,Home,80.49,true
456,Product_456,Electronics,107.13,false
457,Product_457,Clothing,331.86,true
458,Product_458,,85.5,false
459,Product_459,Home,285.95,true
460,Product_460,Electronics,109.29,true
461,Product_461,Electronics,280.41,false
462,Product_462,Home,122.37,true
463,Product_463,Home,205.88,true
464,Product_464,Electronics,448.11,true
465,Product_465,,91.61,true
466,Product_466,Clothing,26.07,true
467,Product_467,Electronics,155.89,true
468,Product_468,Home,205.24,true
469,Product_469,Home,387.71,true
470,Product_470,Clothing,491.8,true
471,Product_471,Home,336.8,true
472,Product_472,,90.29,true
473,Product_473,Clothing,441.52,true
474,Product_474,Electronics,138.85,true
475,Product_475,Electronics,498.89,true
476,Product_476,Electronics,236.06,true
477,Product_477,,117.22,false
478,Product_478,Electronics,116.78,true
479,Product_479,Electronics,113.98,true
480,Product_480,Electronics,417.23,true
481,Product_481,Electronics,223.14,true
482,Product_482,Home,350.79,true
483,Product_483,Clothing,454.42,true
484,Product_484,,71.5,true
485,Product_485,Clothing,366.46,true
486,Product_486,Electronics,404.59,true
487,Product_487,Electronics,112.81,true
488,Product_488,Home,296.2,true
489,Product_489,Clothing,408.1,true
490,Product_490,Clothing,43.15,true
491,Product_491,Electronics,122.83,false
492,Product_492,Home,214.27,true
493,Product_493,Electronics,282.55,true
494,Product_494,Clothing,241.47,true
495,Product_495,Electronics,104.07,false
496,Product_496,Clothing,274.96,true
497,Product_497,Home,265.14,true
498,Product_498,Clothing,39.95,true
499,Product_499,,469.77,true
500,Product_500,Electronics,135.2,true
501,Product_501,Clothing,426.72,true
502,Product_502,Clothing,212.54,true
503,Product_503,Electronics,451.1,true
504,Product_504,Electronics,388.23,false
505,Product_505,Electronics,419.52,true
506,Product_506,Electronics,450.0,true
507,Product_507,,247.44,false
508,Product_508,Clothing,114.36,true
509,Product_509,Clothing,157.08,false
510,Product_510,Home,292.55,true
511,Product_511,Electronics,364.96,true
512,Product_512,Electronics,79.79,true
513,Product_513,Clothing,166.49,true
514,Product_514,Electronics,261.37,true
515,Product_515,Home,378.78,true
516,Product_516,Home,127.59,true
517,Product_517,Clothing,61.22,true
518,Product_518,Electronics,357.21,false
519,Product_519,Electronics,217.56,true
520,Product_520,Clothing,498.86,true
521,Product_521,,156.56,true
522,Product_522,,101.61,true
523,Product_523,Clothing,408.73,true
524,Product_524,Electronics,458.53,false
525,Product_525,,475.24,true
526,Product_526,Home,402.04,true
527,Product_527,Clothing,123.29,true
528,Product_528,,34.75,false
529,Product_529,Home,233.78,true
530,Product_530,Clothing,48.5,false
531,Product_531,Clothing,89.75,false
532,Product_532,Electronics,28.13,true
533,Product_533,Home,221.65,true
534,Product_534,Clothing,203.64,true
535,Product_535,Clothing,317.48,true
536,Product_536,Electronics,299.18,true
537,Product_537,Clothing,476.86,true
538,Product_538,,191.02,true
539,Product_539,Clothing,438.48,true
540,Product_540,Electronics,467.28,true
541,Product_541,Home,409.08,true
542,Product_542,Electronics,246.18,true
543,Product_543,Electronics,20.3,true
544,Product_544,Clothing,141.55,true
545,Product_545,Clothing,123.7,true
546,Product_546,Clothing,181.64,true
547,Product_547,Electronics,454.91,true
548,Product_548,Home,415.36,true
549,Product_549,,487.51,true
550,Product_550,Electronics,343.43,true
551,Product_551,Home,41.4,true
552,Product_552,Electronics,191.33,true
553,Product_553,Electronics,125.19,true
554,Product_554,,411.26,true
555,Product_555,Electronics,142.47,true
556,Product_556,Clothing,441.06,true
557,Product_557,Clothing,493.74,true
558,Product_558,Electronics,147.92,false
559,Product_559,Home,246.95,true
560,Product_560,Electronics,272.97,true
561,Product_561,Clothing,127.71,true
562,Product_562,,150.2,true
563,Product_563,,376.13,true
564,Product_564,Electronics,211.43,true
565,Product_565,Electronics,326.91,true
566,Product_566,Home,326.96,true
567,Product_567,Electronics,374.89,true
568,Product_568,Clothing,115.59,true
569,Product_569,Electronics,405.58,true
570,Product_570,Clothing,109.81,true
571,Product_571,Clothing,455.82,true
572,Product_572,Home,467.94,true
573,Product_573,Clothing,69.96,true
574,Product_574,Clothing,121.04,true
575,Product_575,Clothing,88.81,false
576,Product_576,Home,455.88,true
577,Product_577,Home,72.77,true
578,Product_578,Clothing,289.28,true
579,Product_579,Clothing,13.15,false
580,Product_580,,25.39,true
581,Product_581,,167.09,true
582,Product_582,Electronics,325.35,true
583,Product_583,Electronics,178.09,true
584,Product_584,Electronics,215.19,true
585,Product_585,Electronics,307.16,true
586,Product_586,Electronics,338.82,true
587,Product_587,Electronics,104.55,false
588,Product_588,Home,280.92,true
589,Product_589,Electronics,478.0,true
590,Product_590,Clothing,245.4,true
591,Product_591,Electronics,238.72,false
592,Product_592,Clothing,64.52,true
593,Product_593,Electronics,434.63,false
594,Product_594,Electronics,351.35,true
595,Product_595,,371.42,true
596,Product_596,,388.45,true
597,Product_597,Home,275.52,false
598,Product_598,Electronics,165.39,false
599,Product_599,Clothing,103.13,true
600,Product_600,Clothing,441.69,false
601,Product_601,Clothing,227.96,true
602,Product_602,Electronics,130.37,true
603,Product_603,Clothing,407.85,true
604,Product_604,Electronics,29.94,true
605,Product_605,Home,32.43,true
606,Product_606,Clothing,487.89,true
607,Product_607,Clothing,250.43,true
608,Product_608,Clothing,247.56,true
609,Product_609,,126.37,true
610,Product_610,Home,120.17,true
611,Product_611,Electronics,498.78,false
612,Product_612,Electronics,32.45,true
613,Product_613,,16.98,true
614,Product_614,Home,483.65,true
615,Product_615,Home,224.75,false
616,Product_616,Home,312.25,true
617,Product_617,Electronics,488.29,true
618,Product_618,Electronics,451.1,true
619,Product_619,Electronics,370.09,true
620,Product_620,Clothing,298.83,true
621,Product_621,Clothing,347.12,true
622,Product_622,Home,108.34,true
623,Product_623,,137.05,true
624,Product_624,Electronics,127.82,true
625,Product_625,Electronics,14.16,true
626,Product_626,Clothing,373.08,false
627,Product_627,Electronics,203.3,true
628,Product_628,Clothing,118.01,true
629,Product_629,Electronics,71.97,true
630,Product_630,Electronics,482.83,true
631,Product_631,,291.87,true
632,Product_632,Clothing,202.15,true
633,Product_633,,363.18,true
634,Product_634,Electronics,246.44,true
635,Product_635,Electronics,165.07,true
636,Product_636,Clothing,489.55,true
637,Product_637,Clothing,128.04,true
638,Product_638,Clothing,275.39,true
639,Product_639,Electronics,350.25,true
640,Product_640,Clothing,151.6,false
641,Product_641,Electronics,435.63,true
642,Product_642,Electronics,62.26,true
643,Product_643,Clothing,93.53,true
644,Product_644,Clothing,484.38,true
645,Product_645,Electronics,457.15,true
646,Product_646,Electronics,162.64,true
647,Product_647,Clothing,399.96,true
648,Product_648,Clothing,128.57,false
649,Product_649,Clothing,288.14,false
650,Product_650,Clothing,390.28,true
651,Product_651,Home,215.43,true
652,Product_652,,230.44,true
653,Product_653,Electronics,76.7,true
654,Product_654,Electronics,69.53,true
655,Product_655,Electronics,360.81,true
656,Product_656,Electronics,149.69,true
657,Product_657,Clothing,161.06,true
658,Product_658,,186.62,true
659,Product_659,Electronics,24.85,false
660,Product_660,Clothing,106.31,true
661,Product_661,Clothing,481.68,true
662,Product_662,,395.73,true
663,Product_663,Clothing,356.6,true
664,Product_664,Clothing,278.12,true
665,Product_665,Clothing,149.49,true
666,Product_666,Clothing,461.66,true
667,Product_667,Electronics,309.05,true
668,Product_668,Electronics,65.96,true
669,Product_669,,383.22,true
670,Product_670,Electronics,161.9,true
671,Product_671,Electronics,195.46,true
672,Product_672,Clothing,221.11,false
673,Product_673,Home,261.92,true
674,Product_674,Electronics,110.25,true
675,Product_675,Electronics,315.52,true
676,Product_676,Home,30.69,true
677,Product_677,Home,37.21,true
678,Product_678,Electronics,445.62,true
679,Product_679,Home,293.75,true
680,Product_680,Clothing,453.5,true
681,Product_681,Clothing,296.03,true
682,Product_682,Clothing,499.57,true
683,Product_683,Home,493.3,true
684,Product_684,Home,87.08,true
685,Product_685,Clothing,272.26,false
686,Product_686,Electronics,367.37,true
687,Product_687,Electronics,76.21,true
688,Product_688,Clothing,260.18,true
689,Product_689,Clothing,356.91,true
690,Product_690,Clothing,436.15,true
691,Product_691,Electronics,221.34,true
692,Product_692,Electronics,204.46,true
693,Product_693,Electronics,42.92,true
694,Product_694,Clothing,248.0,true
695,Product_695,Clothing,176.55,true
696,Product_696,Clothing,499.01,true
697,Product_697,Clothing,257.93,true
698,Product_698,Clothing,224.61,true
699,Product_699,Home,131.39,true
700,Product_700,Clothing,89.36,true
701,Product_701,Clothing,400.45,true
702,Product_702,Home,441.97,true
703,Product_703,Clothing,32.33,true
704,Product_704,Home,399.2,true
705,Product_705,,357.27,false
706,Product_706,Clothing,188.31,false
707,Product_707,Home,258.21,true
708,Product_708,Electronics,431.82,true
709,Product_709,Electronics,135.58,true
710,Product_710,Home,426.19,true
711,Product_711,Home,328.85,true
712,Product_712,Electronics,143.5,true
713,Product_713,Clothing,366.37,true
714,Product_714,Clothing,252.09,true
715,Product_715,Electronics,36.28,true
716,Product_716,Electronics,447.06,true
717,Product_717,Clothing,397.92,true
718,Product_718,Electronics,269.24,true
719,Product_719,Home,193.84,true
720,Product_720,Clothing,252.54,true
721,Product_721,Electronics,441.42,true
722,Product_722,Electronics,322.78,true
723,Product_723,Home,248.87,true
724,Product_724,Electronics,489.93,true
725,Product_725,Electronics,444.78,true
726,Product_726,Clothing,298.73,true
727,Product_727,Electronics,230.2,true
728,Product_728,Clothing,322.42,true
729,Product_729,Electronics,325.24,true
730,Product_730,Electronics,50.41,false
731,Product_731,Home,112.65,true
732,Product_732,Electronics,315.89,false
733,Product_733,Clothing,414.99,true
734,Product_734,Clothing,85.78,true
735,Product_735,Home,368.94,true
736,Product_736,Clothing,251.43,true
737,Product_737,Electronics,368.26,true
738,Product_738,Clothing,466.54,true
739,Product_739,Home,493.96,true
740,Product_740,Clothing,455.26,true
741,Product_741,Electronics,73.77,true
742,Product_742,Electronics,243.56,true
743,Product_743,Electronics,63.86,true
744,Product_744,Home,484.93,true
745,Product_745,Electronics,332.08,true
746,Product_746,Home,17.85,true
747,Product_747,Electronics,315.33,true
748,Product_748,Home,222.49,true
749,Product_749,Electronics,72.0,true
750,Product_750,Electronics,148.09,true
751,Product_751,Clothing,191.51,true
752,Product_752,Electronics,237.93,true
753,Product_753,Electronics,202.4,true
754,Product_754,Electronics,421.72,true
755,Product_755,,468.78,true
756,Product_756,Electronics,455.58,true
757,Product_757,,362.02,true
758,Product_758,Home,433.75,false
759,Product_759,Clothing,431.76,true
760,Product_760,Electronics,351.46,true
761,Product_761,Electronics,223.34,true
762,Product_762,Electronics,291.25,true
763,Product_763,Electronics,317.23,true
764,Product_764,Home,494.46,true
765,Product_765,Electronics,283.77,false
766,Product_766,Home,145.05,true
767,Product_767,Electronics,163.57,true
768,Product_768,Electronics,481.34,true
769,Product_769,Electronics,45.21,true
770,Product_770,Electronics,368.03,true
771,Product_771,Clothing,254.31,true
772,Product_772,Electronics,212.24,true
773,Product_773,Electronics,108.05,true
774,Product_774,Electronics,41.03,true
775,Product_775,Clothing,34.2,true
776,Product_776,Electronics,471.9,true
777,Product_777,Home,88.96,true
778,Product_778,Home,133.48,true
779,Product_779,Electronics,75.22,true
780,Product_780,Electronics,474.16,true
781,Product_781,Home,94.67,true
782,Product_782,Electronics,324.2,true
783,Product_783,Clothing,70.75,true
784,Product_784,Electronics,50.49,true
785,Product_785,Electronics,42.23,true
786,Product_786,Home,416.87,true
787,Product_787,Clothing,207.77,true
788,Product_788,Home,52.78,true
789,Product_789,Clothing,485.54,false
790,Product_790,Clothing,33.06,true
791,Product_791,Electronics,154.84,true
792,Product_792,Electronics,89.79,true
793,Product_793,Electronics,128.82,true
794,Product_794,Clothing,424.76,true
795,Product_795,Home,54.3,true
796,Product_796,Clothing,461.91,true
797,Product_797,Electronics,77.1,true
798,Product_798,Home,372.32,true
799,Product_799,Electronics,313.28,true
800,Product_800,Clothing,265.07,true
801,Product_801,Clothing,13.6,true
802,Product_802,Clothing,150.93,true
803,Product_803,Clothing,22.1,true
804,Product_804,Home,380.94,true
805,Product_805,Clothing,147.81,true
806,Product_806,Electronics,439.32,true
807,Product_807,Home,234.95,true
